ni_pct,co_pct,mn_pct,ni_to_co_ratio,ni_to_mn_ratio,dopant_sum,temp_C,c_rate,predicted_accuracy,baseline_accuracy,improvement_pct
50.33,29.41,20.26,1.71,2.48,100.0,55,2.0,69.57,75.0,-5.43
32.81,32.31,34.89,1.02,0.94,100.0,40,0.5,75.98,75.0,0.98
43.05,22.19,34.76,1.94,1.24,100.0,25,0.5,82.55,75.0,7.55
22.34,17.27,60.39,1.29,0.37,100.0,40,2.0,79.18,75.0,4.18
21.86,13.44,64.71,1.63,0.34,100.0,40,5.0,66.77,75.0,-8.23
43.28,38.56,18.16,1.12,2.38,100.0,70,2.0,55.69,75.0,-19.31
29.6,17.85,52.55,1.66,0.56,100.0,40,5.0,65.28,75.0,-9.72
21.4,37.6,41.0,0.57,0.52,100.0,70,1.0,69.46,75.0,-5.54
65.37,25.62,9.01,2.55,7.25,100.0,40,1.0,69.22,75.0,-5.78
47.51,26.63,25.86,1.78,1.84,100.0,70,2.0,64.84,75.0,-10.16
37.35,28.77,33.88,1.3,1.1,100.0,25,5.0,57.3,75.0,-17.7
37.43,31.91,30.66,1.17,1.22,100.0,55,1.0,72.57,75.0,-2.43
26.97,14.02,59.01,1.92,0.46,100.0,55,5.0,66.15,75.0,-8.85
40.38,34.38,25.23,1.17,1.6,100.0,70,5.0,46.23,75.0,-28.77
38.84,36.55,24.61,1.06,1.58,100.0,25,5.0,52.91,75.0,-22.09
76.16,13.64,10.2,5.58,7.47,100.0,70,2.0,69.67,75.0,-5.33
56.18,21.45,22.37,2.62,2.51,100.0,70,5.0,56.86,75.0,-18.14
29.88,28.96,41.16,1.03,0.73,100.0,25,2.0,76.24,75.0,1.24
22.53,17.75,59.72,1.27,0.38,100.0,40,1.0,88.3,75.0,13.3
37.3,18.41,44.28,2.03,0.84,100.0,40,1.0,87.33,75.0,12.33
77.67,10.92,11.41,7.11,6.81,100.0,25,0.5,92.25,75.0,17.25
43.37,45.87,10.76,0.95,4.03,100.0,70,0.5,61.91,75.0,-13.09
43.13,18.43,38.44,2.34,1.12,100.0,55,1.0,81.08,75.0,6.08
40.42,19.1,40.48,2.12,1.0,100.0,70,5.0,56.02,75.0,-18.98
52.48,21.18,26.33,2.48,1.99,100.0,40,5.0,59.78,75.0,-15.22
29.25,15.1,55.65,1.94,0.53,100.0,25,1.0,89.93,75.0,14.93
53.22,35.57,11.21,1.5,4.75,100.0,25,1.0,69.66,75.0,-5.34
52.5,13.01,34.49,4.04,1.52,100.0,25,0.5,96.74,75.0,21.74
65.71,15.37,18.92,4.28,3.47,100.0,40,5.0,64.02,75.0,-10.98
47.24,18.34,34.42,2.58,1.37,100.0,70,1.0,76.89,75.0,1.89
46.43,23.59,29.99,1.97,1.55,100.0,25,0.5,85.15,75.0,10.15
38.14,38.32,23.54,1.0,1.62,100.0,55,0.5,75.97,75.0,0.97
35.56,32.3,32.14,1.1,1.11,100.0,25,5.0,52.21,75.0,-22.79
31.68,20.24,48.08,1.56,0.66,100.0,70,0.5,76.6,75.0,1.6
23.46,36.03,40.51,0.65,0.58,100.0,40,0.5,69.19,75.0,-5.81
40.55,14.65,44.8,2.77,0.91,100.0,55,2.0,77.53,75.0,2.53
36.21,31.46,32.33,1.15,1.12,100.0,55,1.0,70.95,75.0,-4.05
45.58,21.1,33.32,2.16,1.37,100.0,25,5.0,62.17,75.0,-12.83
53.46,20.71,25.82,2.58,2.07,100.0,70,1.0,72.46,75.0,-2.54
40.84,34.16,25.0,1.2,1.63,100.0,25,2.0,69.02,75.0,-5.98
78.92,10.17,10.91,7.76,7.23,100.0,55,5.0,61.47,75.0,-13.53
28.35,49.96,21.69,0.57,1.31,100.0,25,1.0,63.13,75.0,-11.87
46.64,34.31,19.05,1.36,2.45,100.0,70,0.5,69.73,75.0,-5.27
57.57,26.19,16.24,2.2,3.55,100.0,40,5.0,57.32,75.0,-17.68
49.33,19.01,31.66,2.6,1.56,100.0,55,2.0,76.5,75.0,1.5
44.11,20.28,35.61,2.17,1.24,100.0,70,0.5,81.12,75.0,6.12
45.71,28.83,25.46,1.59,1.8,100.0,25,2.0,73.21,75.0,-1.79
51.99,18.31,29.7,2.84,1.75,100.0,55,0.5,81.18,75.0,6.18
26.0,35.95,38.05,0.72,0.68,100.0,25,1.0,71.32,75.0,-3.68
54.16,24.73,21.11,2.19,2.57,100.0,25,1.0,78.62,75.0,3.62
57.24,24.94,17.82,2.3,3.21,100.0,40,1.0,74.75,75.0,-0.25
32.08,25.34,42.58,1.27,0.75,100.0,25,2.0,78.71,75.0,3.71
43.71,43.46,12.83,1.01,3.41,100.0,25,5.0,46.9,75.0,-28.1
22.37,36.03,41.6,0.62,0.54,100.0,70,1.0,67.03,75.0,-7.97
48.53,34.57,16.9,1.4,2.87,100.0,25,2.0,64.01,75.0,-10.99
52.58,23.37,24.05,2.25,2.19,100.0,40,0.5,84.84,75.0,9.84
33.66,42.72,23.62,0.79,1.43,100.0,25,1.0,66.18,75.0,-8.82
77.84,11.53,10.62,6.75,7.33,100.0,25,0.5,87.19,75.0,12.19
41.5,25.54,32.96,1.63,1.26,100.0,25,1.0,79.1,75.0,4.1
63.33,30.51,6.16,2.08,10.28,100.0,55,0.5,78.21,75.0,3.21
52.0,25.93,22.07,2.01,2.36,100.0,40,2.0,69.89,75.0,-5.11
46.43,42.83,10.74,1.08,4.32,100.0,55,1.0,59.12,75.0,-15.88
27.84,36.7,35.46,0.76,0.78,100.0,40,2.0,64.28,75.0,-10.72
67.43,10.51,22.06,6.41,3.06,100.0,40,2.0,81.4,75.0,6.4
27.49,44.86,27.65,0.61,0.99,100.0,70,0.5,57.52,75.0,-17.48
25.6,44.75,29.65,0.57,0.86,100.0,55,1.0,61.07,75.0,-13.93
36.55,23.72,39.74,1.54,0.92,100.0,40,5.0,62.6,75.0,-12.4
72.63,15.53,11.84,4.68,6.13,100.0,40,5.0,63.26,75.0,-11.74
30.36,31.46,38.18,0.96,0.8,100.0,70,2.0,59.46,75.0,-15.54
28.93,29.85,41.22,0.97,0.7,100.0,55,0.5,73.69,75.0,-1.31
47.76,26.15,26.09,1.83,1.83,100.0,25,0.5,80.15,75.0,5.15
20.74,40.08,39.19,0.52,0.53,100.0,70,0.5,64.53,75.0,-10.47
49.0,26.84,24.16,1.83,2.03,100.0,40,1.0,79.62,75.0,4.62
55.62,15.6,28.78,3.56,1.93,100.0,55,1.0,80.51,75.0,5.51
55.32,33.97,10.71,1.63,5.17,100.0,40,0.5,71.53,75.0,-3.47
42.52,42.3,15.18,1.01,2.8,100.0,70,5.0,43.24,75.0,-31.76
37.15,14.37,48.48,2.58,0.77,100.0,70,5.0,63.41,75.0,-11.59
32.19,25.89,41.91,1.24,0.77,100.0,55,1.0,76.79,75.0,1.79
65.71,23.47,10.82,2.8,6.07,100.0,70,0.5,79.02,75.0,4.02
43.19,32.78,24.03,1.32,1.8,100.0,70,5.0,46.93,75.0,-28.07
51.17,28.05,20.79,1.82,2.46,100.0,25,5.0,51.49,75.0,-23.51
49.54,13.13,37.33,3.77,1.33,100.0,40,1.0,89.04,75.0,14.04
54.64,12.9,32.46,4.23,1.68,100.0,25,1.0,84.44,75.0,9.44
60.24,25.58,14.18,2.35,4.25,100.0,25,5.0,59.87,75.0,-15.13
57.92,34.15,7.93,1.7,7.3,100.0,55,0.5,63.25,75.0,-11.75
44.46,36.75,18.79,1.21,2.37,100.0,70,5.0,40.75,75.0,-34.25
23.78,47.16,29.05,0.5,0.82,100.0,40,5.0,40.8,75.0,-34.2
20.08,26.85,53.07,0.75,0.38,100.0,40,0.5,78.7,75.0,3.7
54.41,15.0,30.58,3.63,1.78,100.0,40,1.0,83.51,75.0,8.51
77.36,15.19,7.45,5.09,10.39,100.0,70,0.5,81.71,75.0,6.71
32.03,32.27,35.7,0.99,0.9,100.0,40,0.5,73.34,75.0,-1.66
26.56,47.86,25.59,0.55,1.04,100.0,40,0.5,65.2,75.0,-9.8
68.84,15.38,15.77,4.48,4.36,100.0,70,0.5,76.41,75.0,1.41
46.35,23.08,30.57,2.01,1.52,100.0,55,1.0,75.33,75.0,0.33
38.85,16.91,44.23,2.3,0.88,100.0,40,5.0,65.56,75.0,-9.44
47.13,44.65,8.22,1.06,5.73,100.0,70,2.0,47.58,75.0,-27.42
23.75,43.48,32.78,0.55,0.72,100.0,25,1.0,63.91,75.0,-11.09
37.28,21.63,41.09,1.72,0.91,100.0,70,0.5,78.94,75.0,3.94
46.9,10.9,42.2,4.3,1.11,100.0,25,5.0,74.96,75.0,-0.04
50.63,14.51,34.86,3.49,1.45,100.0,70,5.0,59.09,75.0,-15.91
57.6,34.38,8.03,1.68,7.18,100.0,40,0.5,69.87,75.0,-5.13
73.83,12.66,13.51,5.83,5.47,100.0,55,1.0,81.96,75.0,6.96
21.15,21.41,57.44,0.99,0.37,100.0,55,0.5,82.42,75.0,7.42
48.61,19.57,31.82,2.48,1.53,100.0,40,5.0,62.21,75.0,-12.79
52.02,20.8,27.18,2.5,1.91,100.0,25,5.0,55.57,75.0,-19.43
63.36,12.26,24.38,5.17,2.6,100.0,70,1.0,76.65,75.0,1.65
61.55,24.78,13.67,2.48,4.5,100.0,40,2.0,68.49,75.0,-6.51
28.07,30.23,41.7,0.93,0.67,100.0,70,0.5,71.96,75.0,-3.04
37.96,32.41,29.62,1.17,1.28,100.0,40,2.0,67.83,75.0,-7.17
41.52,39.14,19.33,1.06,2.15,100.0,40,5.0,48.44,75.0,-26.56
68.27,24.19,7.54,2.82,9.05,100.0,70,2.0,65.59,75.0,-9.41
36.73,34.51,28.77,1.06,1.28,100.0,55,0.5,66.32,75.0,-8.68
32.64,33.42,33.94,0.98,0.96,100.0,55,0.5,75.84,75.0,0.84
40.31,11.4,48.29,3.54,0.83,100.0,25,5.0,75.67,75.0,0.67
20.53,35.62,43.85,0.58,0.47,100.0,70,1.0,61.68,75.0,-13.32
53.81,36.14,10.05,1.49,5.35,100.0,25,1.0,71.7,75.0,-3.3
60.61,13.39,26.0,4.53,2.33,100.0,40,5.0,63.44,75.0,-11.56
69.71,14.77,15.52,4.72,4.49,100.0,25,0.5,89.13,75.0,14.13
37.68,18.98,43.34,1.98,0.87,100.0,40,1.0,86.21,75.0,11.21
20.86,30.01,49.13,0.7,0.42,100.0,70,2.0,71.3,75.0,-3.7
27.2,43.53,29.27,0.62,0.93,100.0,70,5.0,40.71,75.0,-34.29
51.92,31.01,17.07,1.67,3.04,100.0,70,2.0,61.89,75.0,-13.11
41.41,18.33,40.26,2.26,1.03,100.0,70,0.5,78.67,75.0,3.67
28.57,24.04,47.39,1.19,0.6,100.0,25,1.0,83.46,75.0,8.46
65.21,26.19,8.61,2.49,7.57,100.0,40,0.5,81.11,75.0,6.11
66.14,25.75,8.12,2.57,8.15,100.0,55,2.0,66.65,75.0,-8.35
59.51,17.67,22.81,3.37,2.61,100.0,70,0.5,75.75,75.0,0.75
65.97,12.45,21.58,5.3,3.06,100.0,70,0.5,77.09,75.0,2.09
59.48,20.44,20.08,2.91,2.96,100.0,40,5.0,61.24,75.0,-13.76
63.06,21.15,15.79,2.98,3.99,100.0,55,5.0,56.52,75.0,-18.48
25.32,16.67,58.01,1.52,0.44,100.0,70,0.5,80.69,75.0,5.69
49.26,11.87,38.87,4.15,1.27,100.0,55,5.0,67.66,75.0,-7.34
24.66,41.18,34.16,0.6,0.72,100.0,70,0.5,61.82,75.0,-13.18
44.45,20.1,35.44,2.21,1.25,100.0,25,2.0,79.07,75.0,4.07
44.43,43.19,12.39,1.03,3.59,100.0,25,5.0,45.96,75.0,-29.04
23.96,38.16,37.88,0.63,0.63,100.0,55,0.5,67.53,75.0,-7.47
40.93,47.83,11.24,0.86,3.64,100.0,40,5.0,40.35,75.0,-34.65
26.66,26.36,46.98,1.01,0.57,100.0,40,0.5,84.2,75.0,9.2
46.33,48.12,5.55,0.96,8.34,100.0,25,5.0,38.44,75.0,-36.56
20.89,18.8,60.31,1.11,0.35,100.0,40,1.0,86.34,75.0,11.34
24.34,35.22,40.44,0.69,0.6,100.0,40,0.5,74.4,75.0,-0.6
68.55,24.73,6.72,2.77,10.2,100.0,40,1.0,75.82,75.0,0.82
51.35,17.55,31.1,2.93,1.65,100.0,55,0.5,84.94,75.0,9.94
37.97,30.32,31.71,1.25,1.2,100.0,55,1.0,71.1,75.0,-3.9
24.61,31.14,44.24,0.79,0.56,100.0,40,0.5,78.56,75.0,3.56
50.04,42.42,7.54,1.18,6.64,100.0,25,5.0,48.2,75.0,-26.8
23.4,35.97,40.63,0.65,0.58,100.0,40,1.0,69.37,75.0,-5.63
30.19,13.27,56.54,2.28,0.53,100.0,70,5.0,63.26,75.0,-11.74
23.01,14.54,62.45,1.58,0.37,100.0,25,0.5,92.82,75.0,17.82
24.37,38.82,36.8,0.63,0.66,100.0,55,5.0,45.1,75.0,-29.9
44.17,30.01,25.82,1.47,1.71,100.0,70,0.5,69.11,75.0,-5.89
37.72,45.76,16.52,0.82,2.28,100.0,40,5.0,43.03,75.0,-31.97
33.94,46.79,19.26,0.73,1.76,100.0,40,1.0,61.41,75.0,-13.59
36.86,12.21,50.93,3.02,0.72,100.0,25,0.5,95.23,75.0,20.23
27.81,27.76,44.43,1.0,0.63,100.0,25,5.0,59.96,75.0,-15.04
75.75,11.51,12.74,6.58,5.95,100.0,40,0.5,82.91,75.0,7.91
44.31,24.69,31.01,1.79,1.43,100.0,40,0.5,80.41,75.0,5.41
24.88,40.2,34.92,0.62,0.71,100.0,25,0.5,73.04,75.0,-1.96
39.29,15.92,44.79,2.47,0.88,100.0,70,2.0,75.06,75.0,0.06
48.59,39.85,11.56,1.22,4.2,100.0,55,0.5,62.98,75.0,-12.02
33.56,10.33,56.1,3.25,0.6,100.0,25,5.0,69.79,75.0,-5.21
58.43,16.74,24.83,3.49,2.35,100.0,70,2.0,73.64,75.0,-1.36
21.25,40.03,38.72,0.53,0.55,100.0,40,5.0,47.03,75.0,-27.97
56.21,38.58,5.21,1.46,10.78,100.0,55,2.0,58.03,75.0,-16.97
41.47,46.67,11.87,0.89,3.49,100.0,70,0.5,56.18,75.0,-18.82
57.72,20.62,21.65,2.8,2.67,100.0,55,1.0,76.71,75.0,1.71
27.38,36.87,35.75,0.74,0.77,100.0,55,1.0,65.42,75.0,-9.58
57.78,32.87,9.34,1.76,6.18,100.0,55,0.5,66.52,75.0,-8.48
50.19,10.05,39.76,4.99,1.26,100.0,70,2.0,79.36,75.0,4.36
46.96,14.81,38.23,3.17,1.23,100.0,70,5.0,57.65,75.0,-17.35
55.15,31.38,13.47,1.76,4.1,100.0,40,1.0,71.87,75.0,-3.13
57.49,37.01,5.51,1.55,10.44,100.0,55,0.5,67.38,75.0,-7.62
24.31,26.7,49.0,0.91,0.5,100.0,25,0.5,81.95,75.0,6.95
37.12,15.42,47.47,2.41,0.78,100.0,25,2.0,80.34,75.0,5.34
34.52,30.87,34.61,1.12,1.0,100.0,25,1.0,84.13,75.0,9.13
62.84,12.97,24.2,4.85,2.6,100.0,70,0.5,80.26,75.0,5.26
69.35,17.68,12.97,3.92,5.35,100.0,40,1.0,82.79,75.0,7.79
43.88,29.01,27.11,1.51,1.62,100.0,70,5.0,54.22,75.0,-20.78
53.15,39.0,7.85,1.36,6.77,100.0,55,0.5,67.36,75.0,-7.64
39.91,47.8,12.28,0.83,3.25,100.0,25,0.5,64.36,75.0,-10.64
28.57,14.7,56.73,1.94,0.5,100.0,70,5.0,61.18,75.0,-13.82
57.47,18.58,23.96,3.09,2.4,100.0,25,0.5,84.39,75.0,9.39
36.28,18.38,45.34,1.97,0.8,100.0,70,2.0,75.32,75.0,0.32
49.8,10.47,39.73,4.76,1.25,100.0,25,5.0,73.34,75.0,-1.66
37.06,49.9,13.05,0.74,2.84,100.0,55,2.0,48.83,75.0,-26.17
28.03,21.24,50.73,1.32,0.55,100.0,25,5.0,62.08,75.0,-12.92
57.77,36.72,5.51,1.57,10.49,100.0,55,5.0,39.88,75.0,-35.12
23.26,17.07,59.67,1.36,0.39,100.0,55,2.0,80.98,75.0,5.98
69.54,12.97,17.5,5.36,3.97,100.0,70,5.0,59.03,75.0,-15.97
39.06,46.16,14.78,0.85,2.64,100.0,70,1.0,55.81,75.0,-19.19
20.01,22.81,57.18,0.88,0.35,100.0,70,2.0,68.28,75.0,-6.72
50.67,36.81,12.52,1.38,4.05,100.0,55,5.0,40.09,75.0,-34.91
22.81,17.52,59.67,1.3,0.38,100.0,40,2.0,83.59,75.0,8.59
36.57,34.99,28.44,1.05,1.29,100.0,40,5.0,50.48,75.0,-24.52
62.42,23.46,14.12,2.66,4.42,100.0,55,5.0,56.71,75.0,-18.29
23.76,18.45,57.79,1.29,0.41,100.0,55,1.0,80.71,75.0,5.71
70.36,22.53,7.11,3.12,9.89,100.0,70,1.0,70.23,75.0,-4.77
20.23,17.15,62.62,1.18,0.32,100.0,70,1.0,82.39,75.0,7.39
34.81,46.08,19.11,0.76,1.82,100.0,70,5.0,37.85,75.0,-37.15
64.45,25.89,9.66,2.49,6.67,100.0,40,1.0,77.24,75.0,2.24
38.98,19.81,41.21,1.97,0.95,100.0,40,2.0,76.37,75.0,1.37
26.11,27.94,45.95,0.93,0.57,100.0,55,5.0,55.88,75.0,-19.12
41.61,22.82,35.56,1.82,1.17,100.0,40,2.0,77.91,75.0,2.91
36.22,39.78,24.0,0.91,1.51,100.0,70,1.0,60.24,75.0,-14.76
36.96,16.23,46.82,2.28,0.79,100.0,70,5.0,57.78,75.0,-17.22
38.8,27.52,33.68,1.41,1.15,100.0,70,2.0,69.13,75.0,-5.87
34.04,21.27,44.68,1.6,0.76,100.0,70,0.5,76.11,75.0,1.11
21.1,39.42,39.48,0.54,0.53,100.0,70,2.0,59.25,75.0,-15.75
46.03,16.29,37.68,2.83,1.22,100.0,25,5.0,67.19,75.0,-7.81
44.71,25.28,30.01,1.77,1.49,100.0,55,0.5,71.28,75.0,-3.72
42.64,30.54,26.82,1.4,1.59,100.0,55,1.0,73.69,75.0,-1.31
35.92,47.63,16.45,0.75,2.18,100.0,40,1.0,52.03,75.0,-22.97
25.36,45.59,29.06,0.56,0.87,100.0,70,2.0,46.04,75.0,-28.96
61.22,27.62,11.16,2.22,5.48,100.0,25,1.0,78.37,75.0,3.37
49.44,43.08,7.49,1.15,6.6,100.0,70,2.0,53.18,75.0,-21.82
43.26,40.03,16.71,1.08,2.59,100.0,70,2.0,52.74,75.0,-22.26
57.96,29.54,12.49,1.96,4.64,100.0,40,2.0,68.01,75.0,-6.99
33.0,43.78,23.22,0.75,1.42,100.0,25,2.0,54.08,75.0,-20.92
20.26,23.02,56.71,0.88,0.36,100.0,25,5.0,66.68,75.0,-8.32
30.02,49.34,20.64,0.61,1.45,100.0,55,5.0,37.27,75.0,-37.73
30.18,32.77,37.05,0.92,0.81,100.0,70,0.5,69.13,75.0,-5.87
59.98,11.75,28.26,5.1,2.12,100.0,25,0.5,92.16,75.0,17.16
20.01,25.29,54.7,0.79,0.37,100.0,55,1.0,78.24,75.0,3.24
38.6,18.07,43.33,2.14,0.89,100.0,25,5.0,66.6,75.0,-8.4
77.05,12.25,10.7,6.29,7.2,100.0,70,0.5,75.37,75.0,0.37
62.15,10.96,26.89,5.67,2.31,100.0,55,5.0,70.61,75.0,-4.39
37.88,28.0,34.12,1.35,1.11,100.0,25,5.0,62.41,75.0,-12.59
26.32,23.31,50.37,1.13,0.52,100.0,40,1.0,76.87,75.0,1.87
66.91,27.53,5.56,2.43,12.03,100.0,25,1.0,75.25,75.0,0.25
58.65,20.51,20.84,2.86,2.81,100.0,70,2.0,68.02,75.0,-6.98
22.89,16.59,60.52,1.38,0.38,100.0,40,5.0,69.68,75.0,-5.32
41.6,37.57,20.83,1.11,2.0,100.0,25,2.0,59.31,75.0,-15.69
26.67,27.28,46.05,0.98,0.58,100.0,25,2.0,74.01,75.0,-0.99
50.02,18.01,31.97,2.78,1.56,100.0,55,2.0,69.31,75.0,-5.69
45.96,22.78,31.25,2.02,1.47,100.0,70,5.0,52.32,75.0,-22.68
47.46,33.67,18.87,1.41,2.52,100.0,25,5.0,51.9,75.0,-23.1
32.53,12.89,54.58,2.52,0.6,100.0,25,2.0,86.67,75.0,11.67
42.12,15.9,41.98,2.65,1.0,100.0,25,5.0,66.25,75.0,-8.75
42.19,12.93,44.88,3.26,0.94,100.0,70,2.0,74.18,75.0,-0.82
23.14,42.49,34.37,0.54,0.67,100.0,40,0.5,70.05,75.0,-4.95
34.63,31.55,33.82,1.1,1.02,100.0,70,5.0,48.66,75.0,-26.34
44.99,40.13,14.88,1.12,3.02,100.0,55,1.0,64.05,75.0,-10.95
37.87,27.84,34.28,1.36,1.1,100.0,55,1.0,72.41,75.0,-2.59
53.62,32.59,13.78,1.65,3.89,100.0,70,2.0,57.85,75.0,-17.15
32.72,29.08,38.2,1.13,0.86,100.0,25,0.5,80.61,75.0,5.61
43.88,28.82,27.3,1.52,1.61,100.0,25,5.0,59.06,75.0,-15.94
48.34,11.53,40.13,4.19,1.2,100.0,40,2.0,76.41,75.0,1.41
60.48,11.92,27.6,5.07,2.19,100.0,70,0.5,84.1,75.0,9.1
32.94,41.12,25.94,0.8,1.27,100.0,70,0.5,63.24,75.0,-11.76
60.67,30.01,9.32,2.02,6.51,100.0,25,5.0,55.11,75.0,-19.89
56.47,24.3,19.23,2.32,2.94,100.0,55,1.0,73.47,75.0,-1.53
37.72,21.1,41.18,1.79,0.92,100.0,55,1.0,70.65,75.0,-4.35
28.2,35.71,36.09,0.79,0.78,100.0,40,0.5,71.79,75.0,-3.21
23.34,45.28,31.38,0.52,0.74,100.0,40,1.0,68.81,75.0,-6.19
27.44,27.78,44.79,0.99,0.61,100.0,55,0.5,76.57,75.0,1.57
38.94,23.69,37.37,1.64,1.04,100.0,70,0.5,74.73,75.0,-0.27
49.95,33.56,16.49,1.49,3.03,100.0,40,0.5,72.71,75.0,-2.29
43.71,32.45,23.84,1.35,1.83,100.0,25,1.0,75.73,75.0,0.73
40.22,15.57,44.21,2.58,0.91,100.0,70,2.0,76.5,75.0,1.5
31.95,31.11,36.93,1.03,0.87,100.0,25,1.0,76.23,75.0,1.23
37.75,10.14,52.12,3.72,0.72,100.0,40,2.0,86.39,75.0,11.39
37.24,33.12,29.64,1.12,1.26,100.0,55,1.0,73.81,75.0,-1.19
42.07,39.97,17.96,1.05,2.34,100.0,40,5.0,48.83,75.0,-26.17
23.49,48.59,27.93,0.48,0.84,100.0,55,5.0,44.8,75.0,-30.2
26.69,12.94,60.37,2.06,0.44,100.0,70,1.0,81.01,75.0,6.01
50.95,12.14,36.91,4.2,1.38,100.0,40,5.0,72.22,75.0,-2.78
36.06,47.5,16.44,0.76,2.19,100.0,40,5.0,38.02,75.0,-36.98
24.02,19.81,56.17,1.21,0.43,100.0,40,5.0,64.81,75.0,-10.19
20.88,34.6,44.52,0.6,0.47,100.0,70,5.0,48.43,75.0,-26.57
42.75,29.3,27.96,1.46,1.53,100.0,25,2.0,70.76,75.0,-4.24
40.24,13.75,46.01,2.93,0.87,100.0,25,0.5,92.74,75.0,17.74
21.16,40.72,38.12,0.52,0.56,100.0,55,2.0,62.04,75.0,-12.96
27.46,39.89,32.65,0.69,0.84,100.0,40,0.5,67.71,75.0,-7.29
44.82,22.47,32.71,1.99,1.37,100.0,25,0.5,90.05,75.0,15.05
49.57,22.25,28.18,2.23,1.76,100.0,70,1.0,69.09,75.0,-5.91
44.26,43.51,12.23,1.02,3.62,100.0,40,1.0,68.58,75.0,-6.42
51.86,12.89,35.25,4.02,1.47,100.0,55,1.0,86.5,75.0,11.5
51.67,22.39,25.93,2.31,1.99,100.0,25,1.0,81.65,75.0,6.65
20.6,20.27,59.14,1.02,0.35,100.0,70,1.0,76.52,75.0,1.52
47.85,33.72,18.43,1.42,2.6,100.0,70,2.0,57.72,75.0,-17.28
61.51,13.97,24.52,4.4,2.51,100.0,55,2.0,76.27,75.0,1.27
51.14,37.12,11.73,1.38,4.36,100.0,25,5.0,50.04,75.0,-24.96
60.65,26.58,12.77,2.28,4.75,100.0,40,2.0,73.44,75.0,-1.56
38.71,37.58,23.71,1.03,1.63,100.0,70,2.0,62.97,75.0,-12.03
66.44,23.76,9.8,2.8,6.78,100.0,55,1.0,73.95,75.0,-1.05
66.38,21.09,12.53,3.15,5.3,100.0,70,5.0,49.95,75.0,-25.05
27.3,46.36,26.35,0.59,1.04,100.0,70,2.0,49.55,75.0,-25.45
23.9,18.6,57.5,1.28,0.42,100.0,25,2.0,82.18,75.0,7.18
27.53,35.79,36.68,0.77,0.75,100.0,25,5.0,50.53,75.0,-24.47
21.02,24.21,54.77,0.87,0.38,100.0,40,0.5,79.49,75.0,4.49
66.21,11.97,21.82,5.53,3.03,100.0,70,1.0,86.1,75.0,11.1
68.43,11.24,20.33,6.09,3.37,100.0,55,2.0,79.07,75.0,4.07
27.21,32.17,40.62,0.85,0.67,100.0,70,2.0,60.05,75.0,-14.95
35.93,40.48,23.58,0.89,1.52,100.0,55,5.0,45.47,75.0,-29.53
21.05,31.5,47.45,0.67,0.44,100.0,70,2.0,60.16,75.0,-14.84
37.6,43.63,18.77,0.86,2.0,100.0,55,1.0,57.05,75.0,-17.95
66.39,11.34,22.27,5.86,2.98,100.0,70,2.0,72.88,75.0,-2.12
51.08,24.67,24.25,2.07,2.11,100.0,70,0.5,78.62,75.0,3.62
40.89,19.48,39.63,2.1,1.03,100.0,40,1.0,81.57,75.0,6.57
42.3,27.89,29.8,1.52,1.42,100.0,25,0.5,73.63,75.0,-1.37
20.08,12.9,67.02,1.56,0.3,100.0,25,5.0,76.31,75.0,1.31
37.99,48.17,13.85,0.79,2.74,100.0,55,1.0,55.75,75.0,-19.25
58.79,18.93,22.28,3.11,2.64,100.0,70,2.0,64.43,75.0,-10.57
32.96,19.61,47.43,1.68,0.69,100.0,70,1.0,76.06,75.0,1.06
60.87,17.26,21.87,3.53,2.78,100.0,25,1.0,86.67,75.0,11.67
21.42,49.42,29.16,0.43,0.73,100.0,55,1.0,58.53,75.0,-16.47
45.05,10.56,44.39,4.27,1.01,100.0,40,0.5,96.94,75.0,21.94
62.97,13.67,23.37,4.61,2.69,100.0,40,5.0,62.21,75.0,-12.79
66.82,10.21,22.96,6.54,2.91,100.0,40,1.0,87.29,75.0,12.29
47.48,39.93,12.59,1.19,3.77,100.0,70,2.0,52.21,75.0,-22.79
43.88,46.12,10.0,0.95,4.39,100.0,55,1.0,53.09,75.0,-21.91
38.17,15.59,46.24,2.45,0.83,100.0,25,1.0,91.37,75.0,16.37
23.94,13.85,62.21,1.73,0.38,100.0,70,5.0,63.92,75.0,-11.08
33.69,26.98,39.32,1.25,0.86,100.0,70,2.0,66.9,75.0,-8.1
34.8,47.35,17.86,0.73,1.95,100.0,40,2.0,56.92,75.0,-18.08
49.04,31.7,19.26,1.55,2.55,100.0,55,0.5,69.18,75.0,-5.82
25.12,46.59,28.29,0.54,0.89,100.0,55,2.0,51.2,75.0,-23.8
48.43,15.65,35.93,3.1,1.35,100.0,40,2.0,79.75,75.0,4.75
23.47,10.03,66.5,2.34,0.35,100.0,40,2.0,90.11,75.0,15.11
46.66,33.0,20.33,1.41,2.29,100.0,40,1.0,75.75,75.0,0.75
76.56,13.5,9.93,5.67,7.71,100.0,70,0.5,82.43,75.0,7.43
48.67,17.53,33.8,2.78,1.44,100.0,70,2.0,72.2,75.0,-2.8
45.79,21.41,32.8,2.14,1.4,100.0,70,2.0,70.1,75.0,-4.9
52.67,18.35,28.98,2.87,1.82,100.0,25,2.0,80.09,75.0,5.09
20.66,29.04,50.3,0.71,0.41,100.0,25,1.0,76.63,75.0,1.63
24.54,13.15,62.32,1.87,0.39,100.0,55,1.0,86.1,75.0,11.1
